<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
MWG,20190617,89.00,89.20,87.50,87.80,767010
MWG,20190614,89.80,89.80,88.90,89.10,645930
MWG,20190613,90.80,90.80,89.20,89.40,762860
MWG,20190612,90.00,91.00,89.50,90.70,948660
MWG,20190611,89.00,90.50,88.90,89.60,1050580
MWG,20190610,88.40,89.50,88.30,88.60,726010
MWG,20190607,86.70,88.30,86.70,88.30,656210
MWG,20190606,87.00,87.00,86.00,86.50,383430
MWG,20190605,86.60,87.30,86.50,86.60,290690
MWG,20190604,85.40,86.00,84.60,86.00,224080
MWG,20190603,86.00,86.00,84.10,85.00,549540
MWG,20190531,87.60,87.70,86.00,86.10,626570
MWG,20190530,87.50,88.00,87.10,87.60,394320
MWG,20190529,88.20,88.50,87.40,87.50,910660
MWG,20190528,87.50,88.40,87.50,88.20,511870
MWG,20190527,88.50,88.80,87.30,87.70,539410
MWG,20190524,87.20,89.30,86.90,88.70,1173580
MWG,20190523,88.00,88.00,87.00,87.60,575790
MWG,20190522,87.00,87.99,86.71,87.00,673140
MWG,20190521,86.91,87.60,86.42,86.71,943500
MWG,20190520,85.24,87.10,85.24,86.81,899010
MWG,20190517,84.55,85.53,84.55,85.04,298530
MWG,20190516,85.53,85.92,84.55,84.55,341020
MWG,20190515,84.44,85.82,84.34,85.53,772070
MWG,20190514,83.56,84.25,83.17,84.05,511320
MWG,20190513,83.46,83.95,82.58,83.76,266140
MWG,20190510,82.68,83.66,82.58,83.56,343700
MWG,20190509,81.99,83.07,81.89,82.68,381100
MWG,20190508,81.60,82.48,81.10,82.09,339560
MWG,20190507,82.67,83.07,82.09,82.48,292510
MWG,20190506,83.57,83.57,82.09,82.38,406200
MWG,20190503,84.55,84.55,83.67,84.45,383610
MWG,20190502,83.85,84.93,83.85,84.55,558270
MWG,20190426,82.09,83.56,81.89,83.46,729640
MWG,20190425,81.89,82.58,81.60,82.09,273010
MWG,20190424,81.40,81.99,81.30,81.60,318360
MWG,20190423,81.60,81.80,81.01,81.40,205300
MWG,20190422,81.20,81.99,81.10,81.60,359660
MWG,20190419,80.12,80.90,80.02,80.81,242750
MWG,20190418,80.42,80.62,79.24,80.02,378380
MWG,20190417,80.32,80.71,80.03,80.42,343330
MWG,20190416,80.41,80.81,80.02,80.32,454000
MWG,20190412,81.10,81.39,80.51,81.10,349720
MWG,20190411,81.11,81.69,80.81,81.10,222580
MWG,20190410,81.99,82.18,80.81,81.40,401860
MWG,20190409,82.58,82.68,81.79,82.28,275970
MWG,20190408,83.07,83.07,82.09,82.58,186580
MWG,20190405,81.21,82.88,81.21,82.68,354560
MWG,20190404,82.38,82.87,81.99,82.09,317500
MWG,20190403,83.07,83.07,82.29,82.38,235540
MWG,20190402,83.47,83.66,82.68,82.68,287660
MWG,20190401,83.37,83.66,82.58,82.68,484640
MWG,20190329,83.17,83.76,83.07,83.37,285550
MWG,20190328,83.07,83.26,82.68,82.97,352840
MWG,20190327,83.07,83.47,82.97,82.97,207810
MWG,20190326,83.56,83.76,82.48,82.68,588520
MWG,20190325,85.04,85.04,82.39,82.38,1163400
MWG,20190322,86.41,86.61,85.53,85.73,671770
MWG,20190321,87.00,87.59,86.41,86.41,706020
MWG,20190320,87.00,87.79,86.51,87.00,431600
MWG,20190319,87.79,89.46,87.40,87.59,1161490
MWG,20190318,87.10,87.79,87.00,87.69,722860
MWG,20190315,87.50,87.79,86.81,87.10,456820
MWG,20190314,87.99,87.99,87.01,87.50,530270
MWG,20190313,87.00,88.47,87.00,87.89,1079120
MWG,20190312,86.51,87.00,86.31,87.00,667370
MWG,20190311,85.83,86.42,85.43,85.92,358070
MWG,20190308,85.53,85.93,84.94,85.14,830580
MWG,20190307,87.00,87.00,86.12,86.22,458460
MWG,20190306,86.52,86.81,85.83,86.61,536430
MWG,20190305,87.50,88.48,86.32,86.32,706580
MWG,20190304,87.00,87.89,85.82,87.50,769420
MWG,20190301,86.12,86.41,85.53,86.02,431190
MWG,20190228,86.71,87.20,85.33,85.33,1160450
MWG,20190227,87.39,87.88,86.31,86.71,575710
MWG,20190226,88.28,88.28,86.70,87.00,797730
MWG,20190225,88.48,89.66,87.99,88.08,1273860
MWG,20190222,86.21,88.18,85.62,87.50,1190030
MWG,20190221,85.63,86.42,85.63,86.41,781820
MWG,20190220,85.53,86.12,85.43,85.63,592890
MWG,20190219,84.64,86.21,84.64,85.53,1911250
MWG,20190218,85.03,85.13,84.44,84.64,455150
MWG,20190215,84.25,84.84,83.86,84.64,717740
MWG,20190214,84.74,84.94,84.05,84.25,668840
MWG,20190213,83.17,84.74,83.17,84.74,1212540
MWG,20190212,83.17,83.86,83.17,83.17,343450
MWG,20190211,82.09,83.17,82.09,83.17,355460
MWG,20190201,82.29,82.78,81.50,81.60,420360
MWG,20190131,82.58,83.07,81.60,81.60,206030
MWG,20190130,83.07,83.36,82.18,82.19,263110
MWG,20190129,82.19,84.06,81.50,84.05,461840
MWG,20190128,81.79,82.77,81.79,82.19,270250
MWG,20190125,82.19,82.48,81.80,81.79,223510
MWG,20190124,82.19,82.48,81.90,82.19,147770
MWG,20190123,82.38,82.58,82.09,82.19,176570
MWG,20190122,82.38,83.07,82.28,82.38,141590
MWG,20190121,82.97,83.17,82.09,82.28,440920
MWG,20190118,83.76,84.06,82.98,82.97,195210
MWG,20190117,84.55,84.55,83.76,83.86,457130
MWG,20190116,84.05,85.33,83.86,83.86,1761330
MWG,20190115,83.56,84.25,82.87,84.25,871010
MWG,20190114,83.56,83.56,82.58,83.56,454580
MWG,20190111,84.55,84.55,83.57,83.56,360780
MWG,20190110,83.96,84.55,83.27,84.55,285290
MWG,20190109,82.58,84.25,82.58,83.96,440950
MWG,20190108,83.56,83.56,82.58,82.58,172180
MWG,20190107,82.58,84.06,82.39,83.56,398000
MWG,20190104,81.60,82.29,80.62,82.19,432170
MWG,20190103,84.05,84.25,81.59,81.60,703060
MWG,20190102,85.53,85.53,84.06,84.05,351730
MWG,20181228,84.94,85.53,83.17,85.53,1051360
MWG,20181227,85.43,85.53,84.25,84.94,662910
MWG,20181226,84.35,84.84,83.76,83.96,342390
MWG,20181225,83.57,84.84,82.68,83.96,554610
MWG,20181224,85.53,86.02,85.04,85.04,318090
MWG,20181221,83.56,85.92,82.48,85.53,926110
MWG,20181220,83.56,84.35,83.27,84.05,342770
MWG,20181219,84.06,84.45,83.17,84.35,370690
MWG,20181218,81.59,83.85,81.59,83.86,771090
MWG,20181217,85.53,86.02,83.56,83.56,944150
MWG,20181214,87.30,87.30,86.32,86.41,666410
MWG,20181213,88.58,88.58,87.30,87.50,442940
MWG,20181212,86.52,88.88,86.52,87.99,483230
MWG,20181211,86.51,86.90,86.02,86.32,362460
MWG,20181210,87.10,87.10,86.22,86.51,381370
MWG,20181207,86.41,87.49,86.41,87.10,498460
MWG,20181206,86.51,87.99,86.02,86.41,485380
MWG,20181205,85.82,87.79,85.43,87.30,391320
MWG,20181204,87.00,87.20,86.22,86.51,350360
MWG,20181203,84.05,86.51,83.56,86.51,881770
MWG,20181130,83.17,83.66,82.58,83.07,319650
MWG,20181129,83.56,84.05,83.07,83.56,301730
MWG,20181128,83.07,83.46,82.77,83.17,177110
MWG,20181127,84.05,84.25,82.87,82.97,170510
MWG,20181126,82.58,84.15,82.58,83.56,243680
MWG,20181123,84.35,84.55,82.58,82.58,275770
MWG,20181122,84.35,84.94,84.16,84.35,284960
MWG,20181121,81.79,83.56,81.79,83.37,342490
MWG,20181120,83.27,83.27,82.39,82.87,205300
MWG,20181119,80.84,83.30,80.84,83.27,674870
MWG,20181116,79.66,81.13,78.92,79.07,631250
MWG,20181115,79.66,80.62,78.92,78.92,292820
MWG,20181114,79.58,80.54,79.13,79.14,158520
MWG,20181113,79.80,80.39,79.29,79.43,317270
MWG,20181112,78.18,81.50,78.18,81.13,304040
MWG,20181109,81.13,82.61,78.18,78.18,477280
MWG,20181108,81.87,82.61,79.88,81.13,604530
MWG,20181107,82.97,83.64,81.86,82.61,643430
MWG,20181106,82.97,82.97,81.50,82.16,218730
MWG,20181105,82.17,82.54,80.77,82.16,293080
MWG,20181102,83.27,83.71,81.87,82.98,504810
MWG,20181101,83.35,83.72,81.13,81.50,499610
MWG,20181031,79.73,83.19,79.73,83.20,383980
MWG,20181030,77.44,80.10,77.22,78.99,580920
MWG,20181029,79.66,80.69,77.15,77.22,941930
MWG,20181026,84.82,84.96,79.65,79.66,849040
MWG,20181025,81.50,85.19,81.50,83.34,590330
MWG,20181024,88.14,89.32,85.93,85.93,508800
MWG,20181023,91.45,91.45,87.03,88.14,832020
MWG,20181022,92.93,93.23,91.97,91.97,271340
MWG,20181019,92.56,93.15,91.75,92.27,467910
MWG,20181018,94.63,94.78,93.16,93.30,389170
MWG,20181017,94.40,95.51,94.11,94.41,360430
MWG,20181016,92.19,93.96,92.19,93.96,298340
MWG,20181015,94.11,94.11,92.20,92.56,803450
MWG,20181012,91.53,94.04,91.53,94.04,617790
MWG,20181011,95.14,95.14,91.83,91.83,1579640
MWG,20181010,95.88,96.62,95.36,96.62,576480
MWG,20181009,94.48,96.33,94.48,95.51,823360
MWG,20181008,93.30,95.14,93.15,94.41,660700
MWG,20181005,95.14,95.88,93.30,93.30,605250
MWG,20181004,94.63,95.88,94.63,95.07,467720
MWG,20181003,93.60,94.48,93.45,94.48,473490
MWG,20181002,93.67,94.63,93.45,93.67,486880
MWG,20181001,93.67,94.34,93.38,93.67,489970
MWG,20180928,94.78,95.81,93.82,93.82,642710
MWG,20180927,92.41,94.40,91.60,94.41,770310
MWG,20180926,92.93,93.52,92.19,92.19,650080
MWG,20180925,93.45,93.45,92.56,93.15,498320
MWG,20180924,92.93,94.04,92.93,93.45,572820
MWG,20180921,89.91,92.93,89.61,92.93,1257670
MWG,20180920,89.91,90.35,89.32,89.61,323370
MWG,20180919,90.72,90.72,89.09,89.91,368460
MWG,20180918,88.44,89.99,87.77,89.98,327290
MWG,20180917,89.61,89.98,88.50,88.88,409860
MWG,20180914,89.98,90.57,89.68,89.98,261860
MWG,20180913,89.24,90.72,89.10,89.61,662640
MWG,20180912,89.25,90.21,89.10,89.17,699630
MWG,20180911,87.18,88.88,86.59,88.88,688570
MWG,20180910,86.52,87.33,86.30,86.59,364420
MWG,20180907,85.63,86.96,85.63,86.52,285090
MWG,20180906,86.59,86.81,85.78,85.85,535920
MWG,20180905,87.33,87.77,85.56,85.78,749310
MWG,20180904,88.51,89.17,87.33,87.33,698900
MWG,20180831,91.24,91.24,88.51,88.51,722760
MWG,20180830,90.20,91.01,89.98,90.72,459170
MWG,20180829,90.72,91.09,90.06,90.20,241030
MWG,20180828,91.45,91.45,90.20,90.72,628850
MWG,20180827,89.46,91.53,89.09,91.01,709210
MWG,20180824,89.54,89.84,88.51,89.24,569900
MWG,20180823,89.76,89.98,89.10,89.91,461070
MWG,20180822,90.35,90.35,89.02,89.76,423640
MWG,20180821,89.24,90.35,89.09,89.98,612430
MWG,20180820,87.41,89.47,87.11,89.24,812330
